Entity,Year,Auunal Emission
Spain,1956.0,4.2333068E7
Sri Lanka,1993.0,4975431.0
Switzerland,1962.0,2.4123366E7
Switzerland,2016.0,3.917864E7
Syria,2020.0,2.6312742E7
Turkmenistan,2022.0,7.095835E7
United States,1958.0,2.7471076E9
Vanuatu,2009.0,120912.0
World,2020.0,3.5007738E10
Zambia,2008.0,2553028.0
Zimbabwe,2018.0,1.0714598E7
Low-income countries,1950.0,7947890.0
Namibia,1991.0,1055232.0
Oceania (GCP),1950.0,6.465897E7
Low-income countries,2004.0,1.8303557E8
Lower-middle-income countries,1982.0,1.728805E9
Luxembourg,2015.0,9350996.0
Madagascar,1956.0,318768.0
Malaysia,2007.0,1.7545078E8
Mauritius,1953.0,186864.0
Montenegro,2002.0,1766249.0
Myanmar,2009.0,1.0207303E7
Myanmar,2011.0,1.5121961E7
Nauru,1989.0,157552.0
Nigeria,2014.0,1.2298045E8
North America (GCP),1959.0,3.074959E9
North Korea,1954.0,4786826.0
Norway,1970.0,2.7978744E7
Oceania,2008.0,4.531645E8
Palau,1975.0,194192.0
Panama,1961.0,1102418.0
Paraguay,1965.0,549481.0
Poland,1960.0,1.9957707E8
Portugal,1983.0,2.9901626E7
Rwanda,1961.0,91495.0
Saint Pierre and Miquelon,1967.0,51296.0
Saint Pierre and Miquelon,2020.0,62288.0
Samoa,2014.0,201520.0
Seychelles,1991.0,172208.0
Sint Maarten (Dutch part),2006.0,588253.0
South Africa,1968.0,1.3795374E8
Suriname,1957.0,373728.0
Syria,1986.0,3.1073248E7
Tajikistan,1969.0,7321733.0
Tunisia,1991.0,1.6005548E7
Ukraine,2020.0,2.0682386E8
United Kingdom,2007.0,5.5956646E8
United States,1954.0,2.4894623E9
United States,1961.0,2.8868728E9
Zambia,1986.0,2865572.0
Zimbabwe,1967.0,5294480.0
Zimbabwe,1994.0,1.739359E7
Lebanon,1967.0,3564635.0
Lesotho,2016.0,2213056.0
Lesotho,2019.0,2388928.0
Libya,2008.0,5.35018E7
Liechtenstein,1980.0,157827.0
Luxembourg,1956.0,1.0368466E7
Madagascar,1968.0,912069.0
Malawi,2001.0,773253.0
Maldives,2017.0,1513232.0
Malta,2001.0,2736559.0
Mongolia,2019.0,4.7254524E7
Mozambique,1985.0,1134944.0
Pakistan,1970.0,2.0504408E7
Pakistan,2003.0,1.1749099E8
Peru,1957.0,6673609.0
Portugal,2000.0,6.5611372E7
Romania,1964.0,7.203702E7
Romania,2010.0,8.609409E7
Russia,1952.0,4.816209E8
Rwanda,1972.0,65952.0
Saint Lucia,1953.0,10992.0
Samoa,2008.0,161216.0
Saudi Arabia,1993.0,3.4064243E8
Saudi Arabia,2001.0,3.027028E8
Sierra Leone,1965.0,282128.0
Sierra Leone,1982.0,553264.0
Sint Maarten (Dutch part),1993.0,542059.0
Solomon Islands,2021.0,302038.0
South America (GCP),2001.0,7.9128806E8
South Sudan,1969.0,348146.0
Syria,1956.0,2002901.1
Tunisia,1981.0,9839484.0
Turkmenistan,1960.0,1.1924342E7
Tuvalu,2010.0,10992.0
Uganda,1998.0,1208757.0
United States,1960.0,2.897315E9
United States,1973.0,4.785103E9
Uruguay,1989.0,4852638.0
Vanuatu,2004.0,58624.0
Vietnam,2010.0,1.3956384E8
World,1956.0,7.9259807E9
Yemen,2020.0,1.0883986E7
Zambia,2004.0,2104131.0
Lithuania,2001.0,1.2593737E7
Lithuania,2012.0,1.4055952E7
Lower-middle-income countries,2007.0,3.765806E9
Luxembourg,2007.0,1.1306903E7
Mali,1990.0,422243.0
Marshall Islands,2020.0,146560.0
Mauritania,1996.0,1062560.0
Montenegro,2022.0,2292498.0
Morocco,2002.0,3.7306284E7
Nepal,2005.0,2986772.0
New Zealand,1985.0,2.1857954E7
Nigeria,1958.0,3722178.0
North America (GCP),2014.0,6.579736E9
North Korea,2009.0,5.3462004E7
North Korea,2015.0,2.4623532E7
North Macedonia,1966.0,4129439.0
OECD (GCP),2020.0,1.117548E10
Pakistan,1999.0,9.938933E7
Romania,1978.0,1.9324392E8
Rwanda,1978.0,289456.0
Sao Tome and Principe,1958.0,7328.0
Senegal,1963.0,860267.0
Senegal,1993.0,3538709.0
Seychelles,1995.0,197856.0
Singapore,1963.0,3301367.0
Slovakia,1997.0,4.4098212E7
Slovenia,1997.0,1.6507023E7
Togo,1959.0,54960.0
Tonga,2018.0,135568.0
Turkey,2010.0,3.1619306E8
Turkmenistan,1964.0,1.4825318E7
Vanuatu,2003.0,84272.0
Zambia,2015.0,5064975.0
Sweden,1950.0,2.8655598E7
Lithuania,1960.0,1.4833708E7
Low-income countries,2000.0,1.6757043E8
Luxembourg,1970.0,1.3735355E7
Macao,2018.0,1242096.0
Madagascar,1974.0,1186898.0
Malawi,2011.0,1056154.0
Maldives,1985.0,65952.0
Morocco,1952.0,3563319.0
Morocco,1957.0,3053728.0
Morocco,2013.0,5.660642E7
New Zealand,1986.0,2.2945982E7
New Zealand,2001.0,3.437854E7
Nicaragua,2007.0,4550682.0
Niue,1997.0,7328.0
North America,1962.0,3.3092017E9
North America (excl. USA),2010.0,1.1864076E9
North Macedonia,1980.0,9108163.0
Norway,1983.0,3.1947258E7
Pakistan,1966.0,1.7125746E7
Pakistan,1992.0,7.201492E7
Palestine,2005.0,2740672.0
Panama,1959.0,996222.0
Paraguay,2006.0,3908692.0
Poland,2012.0,3.259533E8
Qatar,1975.0,1.0947378E7
Saint Helena,2018.0,10992.0
Saint Pierre and Miquelon,1955.0,36640.0
Senegal,2008.0,4740295.0
Somalia,2011.0,611888.0
South Sudan,2004.0,951984.0
Switzerland,1985.0,3.97809E7
Togo,2005.0,1721591.0
Tonga,1994.0,91600.0
Tunisia,1984.0,1.1563105E7
Uganda,1972.0,1378383.0
Uganda,1983.0,613545.0
Uruguay,1966.0,5398834.0
Uzbekistan,1971.0,6.442327E7
Uzbekistan,1984.0,9.201254E7
Uzbekistan,1996.0,1.08184184E8
Vanuatu,1988.0,65952.0
Saint Kitts and Nevis,1981.0,54960.0
Liberia,2013.0,874265.0
Liechtenstein,1994.0,201111.0
Luxembourg,1992.0,1.2202474E7
Malawi,1969.0,380756.0
Malaysia,1965.0,8380229.0
Mozambique,1979.0,2634568.0
New Caledonia,2002.0,2392238.0
New Zealand,1963.0,1.2216528E7
New Zealand,1994.0,2.7899822E7
Non-OECD (GCP),1970.0,4.78141E9
North America (GCP),2021.0,6.0388045E9
North Macedonia,1973.0,7285454.0
North Macedonia,1995.0,7925232.0
North Macedonia,2011.0,8837568.0
Norway,1976.0,3.3332158E7
Norway,1986.0,3.478534E7
Oceania (GCP),1958.0,8.912757E7
Oman,1991.0,1.1594826E7
Palau,1971.0,164880.0
Paraguay,2001.0,3695507.0
Philippines,1984.0,3.0831284E7
Portugal,2018.0,5.137273E7
Romania,1973.0,1.446908E8
Saint Vincent and the Grenadines,1988.0,65952.0
Sao Tome and Principe,1974.0,18320.0
Singapore,1952.0,3441306.0
Singapore,1977.0,2.7611904E7
Sint Maarten (Dutch part),1974.0,1313253.0
Somalia,2019.0,637536.0
South Africa,1975.0,1.8500122E8
South Korea,2000.0,4.3998067E8
South Korea,2016.0,6.3791405E8
South Sudan,1956.0,74755.0
Sri Lanka,1989.0,3447011.0
Taiwan,1962.0,1.4164804E7
Taiwan,2018.0,2.83416E8
Trinidad and Tobago,1983.0,1.6275545E7
Tunisia,1994.0,1.6135008E7
Turks and Caicos Islands,2018.0,362736.0
United States,1981.0,4.6864205E9
Uruguay,2022.0,7893098.0
Uzbekistan,1987.0,9.7499096E7
Venezuela,1997.0,1.2966698E8
Wallis and Futuna,2003.0,25648.0
Zimbabwe,1954.0,4726705.0
Saint Vincent and the Grenadines,1950.0,3664.0
Sao Tome and Principe,1951.0,3664.0
Solomon Islands,1952.0,3664.0
Tonga,1950.0,7328.0
Lebanon,1993.0,1.0354905E7
Lebanon,2020.0,2.2279648E7
Luxembourg,1955.0,9884848.0
Maldives,2007.0,780432.0
Morocco,1959.0,3368859.0
Mozambique,1998.0,1111895.0
Nepal,2016.0,1.0085127E7
Netherlands,2009.0,1.7033624E8
Non-OECD (GCP),1978.0,7.3515843E9
North America (excl. USA),1974.0,6.2904026E8
Oceania (GCP),1978.0,2.1226397E8
Panama,1992.0,4112287.0
Saint Pierre and Miquelon,1971.0,47632.0
Saint Pierre and Miquelon,1979.0,36640.0
Saint Vincent and the Grenadines,1987.0,76944.0
Singapore,1976.0,2.9337648E7
South Korea,1980.0,1.3452443E8
South Korea,2013.0,6.345807E8
Sweden,1957.0,3.8843164E7
Sweden,1962.0,5.1272588E7
Togo,2004.0,1743929.0
Tonga,1964.0,10992.0
United Arab Emirates,1980.0,3.68234E7
United Kingdom,1955.0,5.769517E8
Uruguay,1961.0,4116761.2
Uzbekistan,1955.0,2.5818978E7
Uzbekistan,1956.0,2.838233E7
Venezuela,1978.0,6.859144E7
Zambia,1967.0,4787631.0
Zimbabwe,1960.0,5943125.0
Micronesia (country),1993.0,142896.0
Lithuania,1968.0,2.2182598E7
Lower-middle-income countries,2006.0,3.5766449E9
Madagascar,1991.0,1024866.0
Mauritius,1990.0,1461936.0
Moldova,1992.0,2.0978058E7
Mongolia,1998.0,7621516.0
New Caledonia,2001.0,1876642.0
New Zealand,1960.0,1.1531776E7
New Zealand,1978.0,1.8024024E7
Niger,1974.0,288341.0
North America (GCP),1999.0,6.73532E9
North America (excl. USA),1987.0,8.2856346E8
Pakistan,1971.0,1.9440704E7
Papua New Guinea,1959.0,161216.0
Papua New Guinea,2012.0,5068605.0
Philippines,1987.0,3.249577E7
Saint Lucia,2006.0,410368.0
Saint Vincent and the Grenadines,1982.0,40304.0
Seychelles,1965.0,7328.0
Sierra Leone,2017.0,1088208.0
Singapore,1971.0,1.6275421E7
Singapore,1993.0,4.9661856E7
Slovakia,1996.0,4.4026132E7
Slovenia,1971.0,9694695.0
Slovenia,1978.0,1.2692229E7
South Africa,2022.0,4.0405398E8
South America (GCP),1970.0,3.3782614E8
South Sudan,2014.0,1520560.0
Sudan,1955.0,849586.0
Sweden,1953.0,3.2548794E7
Syria,1969.0,7232626.0
Tanzania,1975.0,2281601.0
Togo,1984.0,694581.0
Turkmenistan,2005.0,4.7928664E7
Uganda,1952.0,142896.0
Uzbekistan,1966.0,5.1276404E7
Venezuela,1954.0,5.1199496E7
Yemen,1992.0,9873645.0
Lithuania,2018.0,1.3434746E7
Low-income countries,1973.0,1.3579982E8
Lower-middle-income countries,1961.0,6.1292685E8
Luxembourg,1987.0,8812260.0
Malaysia,2014.0,2.4504971E8
Mali,1991.0,425894.0
Mauritania,2019.0,3773920.0
Middle East (GCP),2013.0,2.2798932E9
Montenegro,1984.0,1853675.0
Montenegro,2021.0,2304752.0
Niger,1956.0,29976.0
Niger,2005.0,691187.0
North America (excl. USA),1963.0,3.1558288E8
North America (excl. USA),1993.0,8.938545E8
North Macedonia,1970.0,6067497.0
North Macedonia,1976.0,7849950.0
Norway,2003.0,4.39E7
OECD (GCP),1956.0,5.769411E9
Palau,1989.0,227168.0
Philippines,2013.0,9.603585E7
Russia,1997.0,1.4822445E9
Ryukyu Islands (GCP),1962.0,414032.0
Saint Lucia,1975.0,76944.0
Saint Lucia,1978.0,98928.0
Saint Lucia,2011.0,487312.0
Serbia,1994.0,3.704011E7
Seychelles,1989.0,234496.0
Sint Maarten (Dutch part),1965.0,987155.0
Slovenia,1959.0,4070793.2
Somalia,1959.0,87936.0
South America,1960.0,1.9914054E8
South Sudan,1963.0,139746.0
Sri Lanka,1959.0,2055116.9
Sri Lanka,1977.0,2911038.0
Sudan,1999.0,4739299.0
Sudan,2010.0,1.5026002E7
Sudan,2017.0,2.049303E7
Suriname,2000.0,2192347.0
Suriname,2019.0,2635797.0
Tajikistan,1958.0,4305975.0
Tajikistan,2021.0,9980379.0
Togo,1993.0,1068807.0
Togo,2009.0,2740838.0
Turkey,1982.0,8.621003E7
Uganda,1978.0,695171.0
Ukraine,1989.0,6.831609E8
Ukraine,2006.0,3.3306163E8
United Arab Emirates,2013.0,2.1333514E8
United Arab Emirates,2016.0,2.2660472E8
United States,2011.0,5.546116E9
Upper-middle-income countries,1997.0,7.5846267E9
Uzbekistan,1952.0,1.9787416E7
Vanuatu,1990.0,65952.0
Vanuatu,2011.0,135568.0
Vietnam,1971.0,2.4503596E7
Turkmenistan,1950.0,5585335.0
Latvia,2007.0,8638660.0
Lebanon,1985.0,7764934.0
Lesotho,1999.0,1824672.0
Liberia,1978.0,1503152.0
Liberia,2022.0,876934.0
Luxembourg,1974.0,1.4424045E7
Macao,1984.0,604560.0
Marshall Islands,1999.0,87936.0
Moldova,1990.0,3.623953E7
Mongolia,1994.0,7864772.0
Montserrat,2008.0,47632.0
Mozambique,2010.0,2634548.0
Non-OECD (GCP),1952.0,1.34861E9
North America (GCP),1963.0,3.4040568E9
North America (GCP),1992.0,5.9717115E9
Norway,1972.0,2.9395056E7
Norway,1994.0,3.7853E7
Oman,1996.0,1.8108174E7
Qatar,1982.0,1.2334909E7
Rwanda,1984.0,633872.0
Saint Vincent and the Grenadines,1977.0,32976.0
Samoa,1952.0,7328.0
Samoa,1991.0,95264.0
Saudi Arabia,1994.0,3.33643E8
Serbia,1993.0,3.809573E7
Slovakia,2010.0,3.8408616E7
South America,1963.0,2.193792E8
South Korea,1986.0,1.7629725E8
South Sudan,1953.0,69263.0
Spain,1954.0,3.9724348E7
Syria,1965.0,3672258.0
Syria,1989.0,3.4271284E7
Tajikistan,2016.0,5692501.0
Tanzania,1992.0,2177588.0
Thailand,2013.0,2.637535E8
Tunisia,1963.0,1944128.0
Turkmenistan,1955.0,8464571.0
Tuvalu,2022.0,11340.0
United Kingdom,1954.0,5.530097E8
Vanuatu,2008.0,95264.0
Venezuela,2006.0,1.5559693E8
Wallis and Futuna,2022.0,26461.0
Zambia,2021.0,8663157.0
Turkey,1951.0,1.0184316E7
Leeward Islands (GCP),1955.0,32976.0
Liechtenstein,1985.0,170224.0
Liechtenstein,2015.0,159774.0
Lower-middle-income countries,1966.0,8.5089075E8
Madagascar,1996.0,1245339.0
Malaysia,1976.0,2.3897642E7
Malta,2008.0,2690432.0
Mauritania,1987.0,3242640.0
Middle East (GCP),1962.0,1.0929528E8
Moldova,1991.0,2.9273716E7
Mongolia,2022.0,3.7894484E7
Montenegro,1971.0,1159779.0
Montenegro,1998.0,1757580.0
Myanmar,2019.0,3.3616924E7
Namibia,1996.0,1722080.0
Netherlands,1987.0,1.5148037E8
Nicaragua,1988.0,2240026.0
Non-OECD (GCP),1992.0,9.905922E9
North America (excl. USA),2022.0,1.2223859E9
OECD (GCP),2021.0,1.1800859E10
Palau,2008.0,205184.0
Peru,1979.0,2.2217276E7
Philippines,1972.0,2.6409366E7
Rwanda,2012.0,718466.0
Saint Kitts and Nevis,1988.0,65952.0
Saint Vincent and the Grenadines,1992.0,84272.0
Senegal,1954.0,317440.0
Seychelles,2004.0,370064.0
Sierra Leone,1989.0,373728.0
South Africa,1956.0,8.72628E7
South Africa,1977.0,1.997346E8
Sri Lanka,1955.0,1663159.0
St. Kitts-Nevis-Anguilla (GCP),1974.0,36640.0
Sudan,1971.0,4564138.0
Suriname,1966.0,1095536.0
Suriname,2011.0,2755048.0
Togo,1966.0,179536.0
Tonga,2006.0,128240.01
Trinidad and Tobago,2001.0,2.6756396E7
Turkey,1967.0,3.3479114E7
Turkey,1970.0,4.2579228E7
Ukraine,1955.0,2.004594E8
Ukraine,1995.0,3.9007213E8
Venezuela,2007.0,1.5396211E8
Zimbabwe,2007.0,9835161.0
Malaysia,1951.0,5220367.0
Tuvalu,1951.0,0.0
Leeward Islands (GCP),1953.0,25648.0
Liberia,2006.0,672734.0
Lower-middle-income countries,1989.0,2.1427043E9
Malawi,1972.0,545572.0
Malta,1964.0,498304.0
Mexico,1969.0,1.02176184E8
Mexico,2016.0,4.7978976E8
Moldova,1959.0,1.4398417E7
Montenegro,1976.0,1404615.0
Montenegro,2008.0,2605104.0
Montserrat,2010.0,58624.0
New Zealand,2002.0,3.454161E7
New Zealand,2016.0,3.4153004E7
Nicaragua,1973.0,1827563.0
North America,1986.0,5.4482217E9
Oman,1969.0,234496.0
Palau,1995.0,197856.0
Panama,2013.0,1.0513283E7
Peru,1998.0,2.8062162E7
Portugal,1973.0,1.9945068E7
Senegal,1978.0,2619597.0
Slovakia,1972.0,5.2245984E7
Slovenia,1973.0,1.0838289E7
South Africa,1984.0,3.15593E8
South Korea,1964.0,2.2195154E7
Sri Lanka,1998.0,7735926.0
Suriname,1973.0,2106562.0
Suriname,1992.0,2030452.0
Switzerland,2017.0,3.8172092E7
Togo,1998.0,1289967.0
Togo,2020.0,2381218.0
Tonga,1960.0,10992.0
Trinidad and Tobago,1987.0,1.7489066E7
Turkey,2009.0,3.164123E8
Uganda,2014.0,4089666.0
Ukraine,1992.0,5.892828E8
United Arab Emirates,1979.0,3.6546456E7
Uruguay,2017.0,6162573.0
Uzbekistan,1985.0,9.917944E7
World,1952.0,6.467437E9
Zambia,1954.0,3463825.0
Saint Pierre and Miquelon,1950.0,14656.0
Lebanon,2004.0,1.7208414E7
Liberia,1981.0,1934943.0
Luxembourg,1969.0,1.318224E7
Macao,1968.0,168544.0
Malta,2018.0,1546735.0
Mauritania,1953.0,0.0
Montenegro,1995.0,1327336.0
Myanmar,1992.0,4841915.0
Namibia,2010.0,2839600.0
Nauru,1978.0,113584.0
Netherlands,2017.0,1.6220258E8
New Caledonia,2009.0,3035808.0
New Zealand,1968.0,1.3473102E7
Nicaragua,1978.0,2627462.0
Nicaragua,1996.0,2847245.0
Nicaragua,2001.0,3921750.0
Niger,1992.0,524607.0
Nigeria,1994.0,8.04622E7
Niue,1980.0,3664.0
Non-OECD (GCP),2003.0,1.3059692E10
North America,2011.0,6.768487E9
Oceania,1991.0,3.1162925E8
Oceania (GCP),2013.0,4.4200074E8
Palestine,1999.0,1366672.0
Papua New Guinea,2007.0,6581091.0
Romania,1967.0,9.2028744E7
Saint Helena,2009.0,10992.0
Saint Pierre and Miquelon,1976.0,47632.0
Saint Pierre and Miquelon,1992.0,95264.0
Saint Pierre and Miquelon,1995.0,69616.0
Saint Vincent and the Grenadines,1955.0,7328.0
Saint Vincent and the Grenadines,1989.0,76944.0
Samoa,2015.0,227168.0
Sao Tome and Principe,1994.0,47632.0
Serbia,1953.0,7493123.0
Seychelles,2008.0,414032.0
South Korea,1963.0,2.1083172E7
South Korea,1998.0,3.780378E8
South Sudan,2011.0,1281212.0
South Sudan,2013.0,1443616.0
Suriname,1954.0,337088.0
Syria,2004.0,5.1286628E7
Taiwan,2001.0,2.29777E8
Tajikistan,1964.0,5828155.0
Tanzania,1974.0,2303467.0
Turks and Caicos Islands,1995.0,69616.0
Ukraine,1975.0,5.7986643E8
Upper-middle-income countries,1954.0,1.1443341E9
Upper-middle-income countries,1993.0,7.118815E9
Vietnam,1989.0,1.739791E7
Vietnam,1994.0,2.7362152E7
Seychelles,1964.0,7328.0
Switzerland,1951.0,1.2298391E7
Lebanon,2013.0,2.2163384E7
Lithuania,1979.0,3.503571E7
Lower-middle-income countries,1985.0,1.9847648E9
Mexico,1998.0,3.8130765E8
Middle East (GCP),1973.0,4.285076E8
Middle East (GCP),2007.0,1.8034897E9
Montserrat,1972.0,14656.0
Montserrat,1983.0,21984.0
Morocco,1968.0,5620228.0
Nepal,1973.0,421360.0
New Zealand,1988.0,2.5449338E7
Nicaragua,1953.0,285703.0
North America (GCP),2020.0,5.680362E9
Oceania,1987.0,2.6434826E8
Oceania (GCP),1956.0,8.660083E7
Pakistan,2022.0,2.001999E8
Papua New Guinea,1988.0,2198400.0
Peru,1972.0,1.8147972E7
Peru,2020.0,4.6965196E7
Saint Helena,1990.0,7328.0
Saint Pierre and Miquelon,1958.0,40304.0
Saint Pierre and Miquelon,1981.0,40304.0
Sao Tome and Principe,1976.0,29312.0
Saudi Arabia,2019.0,7.0712525E8
Seychelles,2016.0,553264.0
Sierra Leone,1963.0,370064.0
Singapore,2008.0,4.670501E7
Solomon Islands,2010.0,329760.0
South America,1961.0,2.017564E8
South America,1988.0,5.8014957E8
South America,2010.0,1.07213114E9
South Sudan,1965.0,201992.0
Spain,1982.0,2.0859854E8
Switzerland,1967.0,3.251944E7
Trinidad and Tobago,1995.0,1.4732517E7
Turkmenistan,1997.0,3.1196074E7
United Arab Emirates,2021.0,2.3724898E8
United Kingdom,1960.0,5.8402003E8
United Kingdom,1992.0,5.9384595E8
United States,2007.0,6.130123E9
Uruguay,1988.0,4785973.0
Vanuatu,1975.0,54960.0
Vietnam,1978.0,1.5387687E7
Vietnam,2022.0,3.4360662E8
Wallis and Futuna,1992.0,18320.0
Wallis and Futuna,2005.0,29312.0
Oman,1965.0,25648.0
Saudi Arabia,1951.0,0.0
Vietnam,1951.0,1285202.0
Lesotho,1996.0,1736736.0
Libya,1997.0,5.1778956E7
Liechtenstein,1996.0,205960.0
Liechtenstein,2018.0,142950.0
Lithuania,2021.0,1.3829675E7
Lower-middle-income countries,1997.0,2.5837146E9
Lower-middle-income countries,2021.0,6.1918587E9
Luxembourg,2014.0,9823495.0
Macao,1998.0,1557200.0
Mauritius,1975.0,589904.0
Mexico,1966.0,8.084457E7
Mozambique,1980.0,3198489.0
Nicaragua,1976.0,2222175.0
Niger,1970.0,216057.0
Niue,1994.0,7328.0
North America (GCP),1956.0,3.0921073E9
North America (GCP),1978.0,5.5794924E9
North America (excl. USA),1964.0,3.5646982E8
North America (excl. USA),1986.0,7.847919E8
North Korea,1958.0,1.5633019E7
Oceania,1983.0,2.3060334E8
Oceania (GCP),2018.0,4.6084758E8
Palau,1962.0,51296.0
Palau,1988.0,183200.0
Panama,2007.0,7349627.0
Paraguay,1952.0,102562.0
Portugal,1963.0,1.0011581E7
Rwanda,1988.0,692307.0
Rwanda,1991.0,472136.0
Saint Lucia,1971.0,69616.0
Samoa,1987.0,80608.0
Sao Tome and Principe,1973.0,14656.0
Serbia,1985.0,5.5521676E7
Singapore,1960.0,1392320.0
Sint Maarten (Dutch part),2003.0,542781.0
South America,2021.0,1.0859064E9
South Korea,2020.0,5.976343E8
Sudan,1967.0,2918465.0
Sudan,1985.0,3720366.0
Switzerland,1980.0,4.0490604E7
Switzerland,2000.0,4.3614184E7
Tonga,1997.0,98928.0
Turkmenistan,1976.0,2.6013896E7
Ukraine,1967.0,4.0572157E8
United Arab Emirates,1973.0,3.0605392E7
Uzbekistan,1958.0,3.3287796E7
Lebanon,1968.0,3693317.0
Liechtenstein,1962.0,17358.0
Liechtenstein,1989.0,187138.0
Liechtenstein,2001.0,214671.0
Macao,2014.0,1293392.0
Madagascar,2017.0,4118890.8
Mauritius,2022.0,4249021.0
Montenegro,1990.0,1962026.0
Mozambique,1996.0,1091814.0
Mozambique,2003.0,1855517.0
Nauru,1999.0,91600.0
North America (excl. USA),1992.0,8.876679E8
North Korea,1976.0,1.1003086E8
OECD (GCP),2018.0,1.2593786E10
Pakistan,2016.0,1.957915E8
Pakistan,2021.0,2.2345013E8
Panama Canal Zone (GCP),1956.0,106256.0
Papua New Guinea,1968.0,501968.03
Russia,1965.0,1.1584462E9
Rwanda,1968.0,54960.0
Saint Kitts and Nevis,1984.0,51296.0
Saint Kitts and Nevis,2010.0,219840.0
Saint Kitts and Nevis,2019.0,252815.98
Saint Pierre and Miquelon,2004.0,58624.0
Samoa,1957.0,14656.0
Senegal,1971.0,1351035.0
Sweden,1986.0,6.200978E7
Vanuatu,1965.0,47632.0
Vietnam,1956.0,2908414.0
Wallis and Futuna,2012.0,25648.0
Wallis and Futuna,2019.0,25648.0
New Caledonia,1951.0,282128.0
Lebanon,1979.0,5785207.0
Libya,1967.0,1.8492208E7
Low-income countries,1964.0,5.7885252E7
Low-income countries,2005.0,1.8818475E8
Lower-middle-income countries,1953.0,3.2849546E8
Malta,2010.0,2602794.0
Mexico,2014.0,4.841137E8
Moldova,2013.0,4899358.0
Myanmar,1957.0,2099323.0
Nigeria,2019.0,1.2733763E8
Niue,2001.0,7328.0
Niue,2008.0,7328.0
North Korea,1956.0,8963401.0
North Korea,2016.0,2.7571904E7
Norway,1974.0,2.769022E7
OECD (GCP),1997.0,1.3017447E10
Papua New Guinea,1985.0,2125120.0
Paraguay,1964.0,432263.0
Paraguay,1966.0,512841.0
Paraguay,2010.0,5021793.0
Romania,2015.0,7.803191E7
Rwanda,1990.0,523863.97
Saudi Arabia,1983.0,1.6083696E8
Singapore,2021.0,5.5830696E7
Slovenia,1987.0,1.5955907E7
Solomon Islands,2015.0,293120.0
South Africa,2011.0,4.6590784E8
South Korea,1992.0,2.9990544E8
Sri Lanka,1975.0,2892985.0
Sudan,1954.0,749030.0
Suriname,2006.0,1738560.0
Sweden,1956.0,4.337535E7
Switzerland,1971.0,4.1888012E7
Taiwan,1967.0,2.1969916E7
Taiwan,1998.0,2.00172E8
Tajikistan,1985.0,1.2585604E7
Thailand,1985.0,4.779167E7
Togo,1988.0,963449.0
Trinidad and Tobago,2016.0,3.98931E7
Turkmenistan,2000.0,3.9361496E7
Turkmenistan,2018.0,6.3760204E7
Tuvalu,1981.0,0.0
Ukraine,2019.0,2.2194317E8
Uzbekistan,1981.0,8.81935E7
Yemen,2006.0,2.3790956E7
Maldives,1972.0,3664.0
Montserrat,1962.0,3664.0
Latvia,1994.0,1.0371239E7
Low-income countries,1972.0,1.2552518E8
Lower-middle-income countries,2005.0,3.4011215E9
Lower-middle-income countries,2018.0,5.919133E9
Maldives,2000.0,450672.0
Maldives,2012.0,1110192.0
Mali,1987.0,357505.0
Mauritania,1978.0,582576.0
Mauritania,1997.0,1077216.0
Moldova,1998.0,6443838.0
Mongolia,2009.0,1.3026382E7
Montenegro,1960.0,531897.0
Myanmar,1983.0,5753767.0
New Caledonia,1953.0,399376.0
New Caledonia,1954.0,520288.0
North Macedonia,2013.0,7489216.0
Panama,1972.0,2798197.0
Peru,1978.0,2.2412698E7
Philippines,1978.0,3.738025E7
Qatar,2008.0,6.1636948E7
Rwanda,2008.0,527819.0
Saint Kitts and Nevis,1996.0,131904.0
Saint Lucia,2022.0,470351.0
Samoa,2007.0,179536.0
Slovakia,2002.0,4.197813E7
Solomon Islands,2000.0,223504.0
Solomon Islands,2014.0,329760.0
Spain,1966.0,7.7617016E7
Spain,2006.0,3.596534E8
Suriname,1962.0,494640.0
Suriname,2021.0,3682585.0
Syria,1975.0,1.1171188E7
Taiwan,2005.0,2.6645998E8
Taiwan,2013.0,2.73873E8
Tunisia,1987.0,1.1779839E7
Turkey,2013.0,3.4733174E8
Turks and Caicos Islands,1997.0,84272.0
Tuvalu,2005.0,10992.0
Tuvalu,2006.0,10992.0
Tuvalu,2020.0,10992.0
Uganda,2006.0,2383386.0
United Arab Emirates,2008.0,1.5368352E8
United States,1965.0,3.399547E9
Vanuatu,2020.0,201520.0
Vietnam,2017.0,2.296425E8
Zimbabwe,2004.0,9428642.0
Mexico,1950.0,3.050761E7
Ukraine,1951.0,1.4287862E8
Latvia,1983.0,2.3535594E7
Lebanon,1983.0,6942200.0
Low-income countries,2015.0,1.5777941E8
Madagascar,1978.0,1017215.94
Malaysia,1959.0,3183244.0
Mauritania,2014.0,2566410.0
Middle East (GCP),1991.0,9.320263E8
Moldova,1961.0,1.5488917E7
Montenegro,1954.0,303161.0
Montenegro,2005.0,1750836.0
Nepal,1984.0,701424.0
Nigeria,1988.0,7.042135E7
Nigeria,1995.0,8.434339E7
North Korea,1957.0,1.1288823E7
OECD (GCP),1973.0,1.0780464E10
Oceania (GCP),2001.0,3.9706653E8
Palestine,2008.0,2051840.1
Panama,1979.0,3180816.0
Peru,1992.0,2.0985784E7
Portugal,1975.0,2.127522E7
Saint Helena,1993.0,10992.0
Saint Kitts and Nevis,2002.0,197856.0
